,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
193,43,0,7,3,4,0,4,2089,4,0,14,4,4,5,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
194,45,0,2,2,1,0,4,16792,9,0,23,4,3,20,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
195,37,0,21,3,2,0,1,3564,1,1,12,1,2,8,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
196,35,0,2,3,2,1,2,4425,5,0,11,4,3,6,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
197,42,0,21,2,3,1,3,5265,2,0,16,2,3,5,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
198,38,0,2,4,4,0,3,6553,9,0,14,2,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
199,38,0,29,3,4,0,4,6261,3,0,18,1,1,7,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
200,27,0,1,1,3,0,1,4298,5,0,19,3,3,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
201,49,0,18,4,4,0,4,6804,1,1,15,1,3,7,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
202,34,0,10,4,4,0,3,3815,1,1,17,4,4,5,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
203,40,0,19,2,3,0,4,2741,8,1,15,3,4,7,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
204,38,1,29,1,2,0,1,6673,7,1,19,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
205,29,1,27,3,2,1,4,7639,1,0,22,4,2,10,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
206,22,0,5,3,4,0,2,2328,1,1,16,1,2,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
207,36,0,18,1,2,1,4,2153,1,0,13,1,3,8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
208,40,0,9,5,4,0,4,4876,9,0,14,4,1,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
209,46,0,1,4,4,0,1,9396,7,0,16,3,3,4,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
210,32,1,4,4,4,0,4,10400,1,0,11,3,2,14,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
211,30,0,1,1,3,0,3,8474,1,0,22,3,3,11,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
212,27,0,20,3,4,1,3,9981,1,0,14,4,3,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
213,51,0,8,4,2,0,2,12490,5,0,16,4,1,10,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
214,30,1,3,3,4,1,1,2657,5,1,11,3,3,5,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
215,41,0,6,3,4,1,4,13591,3,1,18,3,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
216,30,1,26,4,3,1,1,6696,5,0,15,3,2,6,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
217,29,1,1,3,3,0,3,2058,0,0,14,4,2,6,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
218,45,0,6,3,4,1,4,8865,6,0,12,4,3,19,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
219,54,0,3,3,4,1,1,5940,2,0,14,4,3,6,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
220,36,0,5,2,4,0,2,5914,8,0,16,4,4,13,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
221,33,0,4,4,3,1,2,2622,6,0,21,4,3,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
222,37,0,11,3,2,0,4,12185,1,1,14,3,3,10,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
223,38,0,3,3,1,0,3,10609,0,0,12,3,2,16,10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
224,31,0,1,4,3,0,3,4345,0,0,12,4,3,5,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
225,59,0,3,3,3,0,4,2177,3,0,17,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
226,37,0,4,4,1,0,4,2793,4,0,17,3,3,9,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
227,29,0,1,1,2,1,4,7918,1,0,14,4,3,11,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
228,35,0,1,3,3,1,3,8789,1,0,14,1,4,10,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
229,29,1,18,1,3,0,4,2389,1,1,13,3,2,4,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
230,52,0,2,3,3,1,4,3212,7,0,15,2,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
231,42,0,4,2,3,0,4,19232,1,0,11,4,3,22,17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
232,59,0,6,2,2,0,3,2267,8,0,17,4,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
233,50,0,1,4,4,1,4,19517,3,0,11,3,2,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
234,33,1,14,3,3,0,4,2436,5,1,13,3,1,5,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
235,43,0,16,3,4,1,4,16064,5,1,22,3,3,17,13,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
236,33,1,2,2,1,1,1,2707,7,0,20,1,4,9,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
237,52,0,2,4,1,0,3,19068,1,1,18,4,4,33,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
238,32,0,4,2,3,1,2,3931,2,0,11,1,3,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
239,32,1,1,3,4,0,3,3730,0,1,14,4,1,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
240,39,0,1,4,3,1,3,2232,7,0,14,3,3,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
241,32,0,26,4,3,0,4,4465,0,0,18,1,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
242,41,0,19,2,3,0,1,3072,2,0,16,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
243,40,0,24,2,1,0,4,3319,1,0,17,1,3,9,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
244,45,0,1,3,3,0,4,19202,0,0,11,3,3,24,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
245,31,0,3,4,2,0,3,13675,9,0,12,1,3,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
246,33,0,5,4,3,1,4,2911,1,0,13,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
247,34,0,2,4,4,0,1,5957,6,0,13,2,3,11,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
248,37,0,1,2,3,1,1,3920,2,0,14,1,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
249,45,0,7,4,1,0,3,6434,4,0,17,4,3,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
250,37,1,10,3,1,0,3,10048,6,0,11,2,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
251,39,0,2,4,3,1,3,10938,0,0,25,4,3,19,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
252,29,0,15,3,3,0,4,2340,1,0,19,1,3,6,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
253,42,0,17,2,4,1,1,6545,3,1,13,3,3,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
254,29,0,20,2,4,0,4,6931,2,0,14,4,3,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
255,25,0,1,3,1,1,3,4898,0,0,12,4,3,4,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
256,42,0,2,3,4,1,1,2593,0,1,11,3,3,9,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
257,40,0,2,2,1,0,3,19436,0,0,19,4,3,21,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
258,51,0,1,3,3,0,4,2723,1,0,11,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
259,31,1,29,2,3,0,2,3479,0,0,11,2,4,5,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
260,32,0,7,3,2,0,2,2794,1,0,20,3,1,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
261,38,0,2,2,4,0,4,5249,3,0,18,4,3,8,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
262,32,0,2,1,4,0,1,2176,4,0,13,4,3,6,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
263,46,0,2,3,3,1,2,16872,3,1,12,2,2,7,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
264,28,1,2,4,1,0,3,3485,2,0,11,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
265,29,0,2,3,1,0,2,6644,2,0,19,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
266,31,0,23,3,2,0,4,5582,0,0,21,2,3,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
267,25,0,5,2,2,0,1,4000,1,0,12,4,3,6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
268,45,0,20,2,3,0,4,13496,0,1,14,2,3,20,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
269,36,0,6,3,4,0,4,3210,0,0,11,3,3,15,13,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
270,55,0,1,3,4,0,1,19045,0,1,14,3,3,36,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
271,47,1,29,4,1,0,2,11849,1,1,12,4,2,10,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
272,28,0,9,3,4,0,4,2070,1,0,23,4,2,5,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
273,37,0,6,4,3,0,4,6502,4,0,14,2,4,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
274,21,0,3,2,4,0,3,3230,1,0,17,1,4,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
275,37,0,1,4,1,1,4,13603,2,1,18,1,3,5,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
276,35,0,22,3,2,1,2,11996,7,0,18,2,2,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
277,38,0,7,2,1,1,1,5605,1,1,24,3,3,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
278,26,0,1,3,3,1,2,6397,1,0,20,1,1,6,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
279,50,0,4,1,1,0,2,19144,3,0,14,1,2,10,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
280,53,0,3,4,3,0,3,17584,3,1,16,4,2,5,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
281,42,0,1,1,2,0,3,4907,1,0,25,3,3,20,16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
282,29,0,2,2,2,0,4,4554,1,0,18,1,2,10,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
283,55,0,20,2,2,0,4,5415,3,1,19,4,3,10,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
284,26,0,11,2,1,0,1,4741,1,1,13,3,3,5,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
285,37,0,1,3,4,1,4,2115,1,0,12,2,3,17,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
286,44,1,24,3,4,0,3,3161,3,1,22,4,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
287,38,0,23,4,4,0,4,5745,9,0,14,2,3,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
288,26,1,16,4,1,0,2,2373,2,1,13,4,3,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
289,28,0,8,2,4,1,4,3310,1,0,21,4,3,5,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
290,49,0,10,4,3,1,1,18665,9,1,11,4,3,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
291,36,0,3,3,3,0,2,4485,4,0,12,4,3,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
292,31,0,5,3,4,1,2,2789,1,0,11,3,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
293,26,1,4,4,4,0,4,5828,1,1,12,2,3,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
294,37,0,9,3,2,0,4,2326,1,1,12,3,2,4,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
295,42,0,26,3,3,1,2,13525,5,0,14,4,4,20,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
296,18,1,3,3,3,0,3,1420,1,0,13,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
297,35,0,16,3,3,0,2,8020,0,0,15,3,2,11,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
298,36,0,18,4,3,0,4,3688,4,0,18,4,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
299,51,0,2,3,4,0,2,5482,5,0,18,4,3,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
300,41,0,2,4,4,0,2,16015,1,0,19,2,3,22,10,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
301,18,0,10,3,4,1,3,1200,1,0,12,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
302,28,0,16,2,2,0,1,5661,0,0,19,3,3,8,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
303,31,0,7,3,2,0,4,6929,4,0,11,2,2,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
304,39,0,1,3,3,0,4,9613,0,0,17,1,2,18,10,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
305,36,0,24,4,2,1,2,5674,7,0,15,3,3,9,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
306,32,0,7,3,4,0,3,5484,1,0,14,3,2,13,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
307,38,0,25,2,1,1,2,12061,3,0,17,3,3,10,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
308,58,0,1,4,4,0,3,5660,2,1,13,4,3,5,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
309,31,0,5,4,3,0,4,4821,0,1,12,3,3,5,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
310,31,0,2,3,1,0,1,6410,3,0,12,4,3,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
311,45,0,7,3,1,0,1,5210,1,0,18,1,3,24,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
312,31,0,2,4,3,0,4,2695,0,1,18,2,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
313,33,0,5,4,4,1,2,11878,6,0,11,2,3,10,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
314,39,0,10,1,3,0,1,17068,1,1,14,4,3,21,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
315,43,0,10,4,3,1,4,2455,0,0,19,1,3,8,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
316,49,0,1,2,3,1,3,13964,7,1,12,4,3,7,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
317,52,1,8,4,3,0,2,4941,2,0,15,1,2,8,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
318,27,0,5,3,3,1,2,2478,1,1,12,2,2,4,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
319,32,0,8,2,3,1,2,5228,1,1,11,4,3,13,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
320,27,0,2,3,4,0,3,4478,1,1,11,1,3,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
321,31,0,7,3,4,0,4,7547,4,0,12,4,3,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
322,32,0,2,4,1,1,4,5055,7,0,16,3,2,7,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
323,28,1,2,4,1,0,4,3464,5,1,13,4,2,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
324,30,0,28,2,4,1,4,5775,1,0,13,4,3,10,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
325,31,0,7,2,3,1,3,8943,1,0,24,1,3,10,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
326,39,0,7,2,3,0,4,19272,1,0,15,1,3,21,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
327,39,1,3,2,4,1,3,5238,4,1,18,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
328,33,0,10,3,2,0,4,4682,3,0,14,3,2,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
329,47,0,5,5,4,0,3,18300,4,0,11,2,3,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
330,43,0,10,4,3,1,3,5257,1,0,11,2,4,9,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
331,27,0,1,1,3,0,2,6349,0,1,13,4,3,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
332,54,0,20,4,4,1,3,4869,3,0,12,4,2,4,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
333,43,0,7,3,3,1,1,9985,8,0,16,1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
334,45,0,8,4,4,0,4,3697,9,0,14,1,3,10,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
335,40,0,1,2,2,0,4,7457,2,1,22,3,2,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
336,29,1,8,4,2,0,1,2119,1,1,11,4,2,7,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
337,29,0,9,5,2,0,4,3983,0,0,17,3,3,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
338,30,0,5,3,4,1,3,6118,1,0,13,3,3,10,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
339,27,0,8,4,2,1,2,6214,1,0,18,1,3,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
340,37,0,5,2,4,0,4,6347,7,0,16,3,2,6,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
341,38,0,15,2,3,0,4,11510,0,1,14,2,3,11,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
342,31,0,7,4,3,1,4,7143,1,1,14,3,2,11,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
343,29,0,10,1,4,1,2,8268,1,1,14,1,3,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
344,35,0,5,4,3,0,2,8095,0,0,13,4,3,16,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
345,23,0,26,1,3,0,4,2904,1,0,12,3,2,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
346,41,0,6,3,4,0,2,6032,6,1,15,4,3,5,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
347,47,0,4,1,2,0,3,2976,3,0,19,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
348,42,0,23,5,1,1,4,15992,2,0,14,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
349,29,0,2,3,4,0,3,4649,1,0,14,1,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
350,42,0,2,1,3,0,3,2696,0,1,11,3,3,3,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
351,32,0,2,3,3,1,2,2370,1,0,13,3,3,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
352,48,0,29,1,1,1,3,12504,3,0,21,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
353,37,0,6,3,3,0,1,5974,4,1,13,1,3,7,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
354,30,0,25,2,4,1,3,4736,7,1,12,2,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
355,26,0,1,3,3,0,3,5296,1,0,17,2,3,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
356,42,0,2,4,1,0,4,6781,3,0,23,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
357,21,1,1,1,1,1,2,2174,1,1,11,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
358,36,0,1,5,4,1,4,6653,4,0,15,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
359,36,0,3,4,1,0,4,9699,4,0,11,1,3,13,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
360,57,0,1,4,4,0,3,6755,2,0,11,3,3,3,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
361,40,0,10,4,4,1,3,2213,3,1,13,3,3,7,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
362,21,0,9,2,1,0,4,2610,1,0,24,3,2,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
363,33,1,5,3,4,1,3,2851,1,1,13,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
364,37,0,10,3,3,1,1,3452,6,0,20,2,3,5,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
365,46,0,7,4,3,1,3,5258,2,0,14,3,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
366,41,1,4,3,1,0,2,9355,1,0,18,3,3,8,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
367,50,0,10,3,4,0,4,10496,6,0,15,4,3,4,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
368,40,1,22,2,3,0,3,6380,2,1,12,1,3,6,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
369,31,0,9,4,3,0,2,2657,0,1,16,4,3,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
370,21,1,12,3,3,1,2,2716,1,0,15,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
371,29,0,23,3,4,0,4,2201,9,0,16,4,3,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
372,35,0,9,4,3,0,2,6540,9,0,19,3,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
373,27,0,1,2,4,0,2,3816,1,0,11,2,3,5,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
374,28,0,9,4,2,0,4,5253,1,0,16,4,3,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
375,49,0,7,3,2,0,3,10965,8,0,24,3,3,5,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
376,51,0,14,2,3,1,4,4936,4,0,11,3,2,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
377,36,0,2,3,4,1,3,2543,4,0,13,2,3,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
378,34,1,19,3,1,0,4,5304,8,1,13,2,2,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
379,55,0,2,3,3,1,4,16659,2,1,13,3,3,5,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
380,24,0,10,4,4,1,3,4260,1,1,12,4,4,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
381,30,0,2,1,3,0,2,2476,1,0,18,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
382,26,1,3,1,3,0,1,3102,0,0,22,3,3,6,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
383,22,0,11,3,1,1,2,2244,1,0,13,4,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
384,36,0,2,2,2,0,3,7596,1,0,13,2,3,10,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
385,30,1,4,3,3,0,4,2285,9,1,23,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
386,37,0,14,3,4,1,1,3034,1,0,12,3,2,18,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
387,40,0,2,2,4,1,2,5715,7,0,12,3,3,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
388,42,0,1,4,2,1,1,2576,3,0,16,2,3,5,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
389,37,0,10,4,3,0,2,4197,2,1,12,4,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
