,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
235,43,0,Travel_Rarely,Sales,16,3,4,1,Manager,4,Married,16064,5,1,22,3,3,17,13
236,33,1,Travel_Rarely,Research & Development,2,2,1,1,Laboratory Technician,1,Married,2707,7,0,20,1,4,9,7
237,52,0,Non-Travel,Sales,2,4,1,0,Manager,3,Single,19068,1,1,18,4,4,33,7
238,32,0,Travel_Rarely,Sales,4,2,3,1,Sales Representative,2,Married,3931,2,0,11,1,3,4,3
239,32,1,Travel_Rarely,Research & Development,1,3,4,0,Laboratory Technician,3,Single,3730,0,1,14,4,1,3,2
240,39,0,Travel_Rarely,Research & Development,1,4,3,1,Laboratory Technician,3,Divorced,2232,7,0,14,3,3,3,2
241,32,0,Non-Travel,Sales,26,4,3,0,Sales Executive,4,Married,4465,0,0,18,1,3,3,2
242,41,0,Travel_Rarely,Research & Development,19,2,3,0,Research Scientist,1,Divorced,3072,2,0,16,1,2,1,0
243,40,0,Travel_Rarely,Research & Development,24,2,1,0,Research Scientist,4,Divorced,3319,1,0,17,1,3,9,8
244,45,0,Travel_Rarely,Research & Development,1,3,3,0,Manager,4,Married,19202,0,0,11,3,3,24,0
245,31,0,Travel_Frequently,Research & Development,3,4,2,0,Research Director,3,Divorced,13675,9,0,12,1,3,2,2
246,33,0,Travel_Rarely,Research & Development,5,4,3,1,Research Scientist,4,Married,2911,1,0,13,3,2,2,2
247,34,0,Travel_Rarely,Research & Development,2,4,4,0,Manufacturing Director,1,Married,5957,6,0,13,2,3,11,9
248,37,0,Travel_Rarely,Research & Development,1,2,3,1,Research Scientist,1,Married,3920,2,0,14,1,2,3,1
249,45,0,Travel_Frequently,Research & Development,7,4,1,0,Manufacturing Director,3,Married,6434,4,0,17,4,3,3,2
250,37,1,Travel_Frequently,Research & Development,10,3,1,0,Manufacturing Director,3,Divorced,10048,6,0,11,2,3,1,0
251,39,0,Travel_Frequently,Research & Development,2,4,3,1,Healthcare Representative,3,Single,10938,0,0,25,4,3,19,6
252,29,0,Travel_Rarely,Research & Development,15,3,3,0,Research Scientist,4,Single,2340,1,0,19,1,3,6,5
253,42,0,Travel_Rarely,Research & Development,17,2,4,1,Research Scientist,1,Single,6545,3,1,13,3,3,3,2
254,29,0,Travel_Rarely,Sales,20,2,4,0,Sales Executive,4,Divorced,6931,2,0,14,4,3,3,2
255,25,0,Travel_Rarely,Research & Development,1,3,1,1,Manufacturing Director,3,Married,4898,0,0,12,4,3,4,2
256,42,0,Travel_Rarely,Research & Development,2,3,4,1,Laboratory Technician,1,Divorced,2593,0,1,11,3,3,9,6
257,40,0,Travel_Rarely,Research & Development,2,2,1,0,Research Director,3,Divorced,19436,0,0,19,4,3,21,7
258,51,0,Travel_Rarely,Research & Development,1,3,3,0,Research Scientist,4,Married,2723,1,0,11,2,2,1,0
259,31,1,Travel_Frequently,Research & Development,29,2,3,0,Laboratory Technician,2,Single,3479,0,0,11,2,4,5,4
260,32,0,Travel_Frequently,Research & Development,7,3,2,0,Laboratory Technician,2,Married,2794,1,0,20,3,1,5,1
261,38,0,Non-Travel,Sales,2,2,4,0,Sales Executive,4,Married,5249,3,0,18,4,3,8,7
262,32,0,Travel_Rarely,Research & Development,2,1,4,0,Laboratory Technician,1,Single,2176,4,0,13,4,3,6,2
263,46,0,Travel_Rarely,Sales,2,3,3,1,Manager,2,Married,16872,3,1,12,2,2,7,7
264,28,1,Travel_Rarely,Research & Development,2,4,1,0,Laboratory Technician,3,Single,3485,2,0,11,3,1,0,0
265,29,0,Travel_Rarely,Sales,2,3,1,0,Sales Executive,2,Married,6644,2,0,19,2,3,0,0
266,31,0,Travel_Rarely,Research & Development,23,3,2,0,Healthcare Representative,4,Married,5582,0,0,21,2,3,9,0
267,25,0,Non-Travel,Research & Development,5,2,2,0,Healthcare Representative,1,Divorced,4000,1,0,12,4,3,6,3
268,45,0,Travel_Rarely,Research & Development,20,2,3,0,Healthcare Representative,4,Married,13496,0,1,14,2,3,20,7
269,36,0,Travel_Rarely,Research & Development,6,3,4,0,Laboratory Technician,4,Married,3210,0,0,11,3,3,15,13
270,55,0,Travel_Rarely,Research & Development,1,3,4,0,Manager,1,Single,19045,0,1,14,3,3,36,10
271,47,1,Non-Travel,Research & Development,29,4,1,0,Manager,2,Married,11849,1,1,12,4,2,10,7
272,28,0,Travel_Rarely,Research & Development,9,3,4,0,Research Scientist,4,Married,2070,1,0,23,4,2,5,2
273,37,0,Travel_Rarely,Sales,6,4,3,0,Sales Executive,4,Married,6502,4,0,14,2,4,5,4
274,21,0,Travel_Rarely,Research & Development,3,2,4,0,Research Scientist,3,Single,3230,1,0,17,1,4,3,2
275,37,0,Non-Travel,Research & Development,1,4,1,1,Research Director,4,Divorced,13603,2,1,18,1,3,5,2
276,35,0,Travel_Rarely,Research & Development,22,3,2,1,Manager,2,Divorced,11996,7,0,18,2,2,7,7
277,38,0,Travel_Rarely,Sales,7,2,1,1,Sales Executive,1,Divorced,5605,1,1,24,3,3,8,0
278,26,0,Travel_Frequently,Research & Development,1,3,3,1,Manufacturing Director,2,Divorced,6397,1,0,20,1,1,6,5
279,50,0,Travel_Rarely,Research & Development,4,1,1,0,Research Director,2,Divorced,19144,3,0,14,1,2,10,4
280,53,0,Travel_Rarely,Research & Development,3,4,3,0,Research Director,3,Married,17584,3,1,16,4,2,5,3
281,42,0,Travel_Rarely,Sales,1,1,2,0,Sales Executive,3,Married,4907,1,0,25,3,3,20,16
282,29,0,Travel_Frequently,Sales,2,2,2,0,Sales Executive,4,Single,4554,1,0,18,1,2,10,7
283,55,0,Travel_Rarely,Research & Development,20,2,2,0,Laboratory Technician,4,Married,5415,3,1,19,4,3,10,7
284,26,0,Travel_Frequently,Research & Development,11,2,1,0,Healthcare Representative,1,Married,4741,1,1,13,3,3,5,3
285,37,0,Travel_Rarely,Research & Development,1,3,4,1,Research Scientist,4,Single,2115,1,0,12,2,3,17,12
286,44,1,Travel_Frequently,Research & Development,24,3,4,0,Laboratory Technician,3,Divorced,3161,3,1,22,4,1,1,0
287,38,0,Travel_Rarely,Research & Development,23,4,4,0,Healthcare Representative,4,Divorced,5745,9,0,14,2,3,2,2
288,26,1,Travel_Rarely,Research & Development,16,4,1,0,Laboratory Technician,2,Divorced,2373,2,1,13,4,3,3,2
289,28,0,Travel_Rarely,Research & Development,8,2,4,1,Research Scientist,4,Single,3310,1,0,21,4,3,5,3
290,49,0,Travel_Frequently,Research & Development,10,4,3,1,Research Director,1,Single,18665,9,1,11,4,3,3,2
291,36,0,Travel_Rarely,Research & Development,3,3,3,0,Research Scientist,2,Single,4485,4,0,12,4,3,8,0
292,31,0,Travel_Frequently,Sales,5,3,4,1,Sales Representative,2,Divorced,2789,1,0,11,3,2,2,2
293,26,1,Travel_Rarely,Sales,4,4,4,0,Sales Executive,4,Single,5828,1,1,12,2,3,8,7
294,37,0,Travel_Frequently,Research & Development,9,3,2,0,Research Scientist,4,Married,2326,1,1,12,3,2,4,2
295,42,0,Travel_Frequently,Sales,26,3,3,1,Sales Executive,2,Married,13525,5,0,14,4,4,20,4
296,18,1,Travel_Rarely,Research & Development,3,3,3,0,Laboratory Technician,3,Single,1420,1,0,13,3,3,0,0
297,35,0,Travel_Rarely,Sales,16,3,3,0,Sales Executive,2,Married,8020,0,0,15,3,2,11,9
298,36,0,Travel_Frequently,Research & Development,18,4,3,0,Laboratory Technician,4,Married,3688,4,0,18,4,3,1,0
299,51,0,Travel_Rarely,Research & Development,2,3,4,0,Manufacturing Director,2,Divorced,5482,5,0,18,4,3,4,1
300,41,0,Travel_Rarely,Sales,2,4,4,0,Manager,2,Single,16015,1,0,19,2,3,22,10
301,18,0,Travel_Rarely,Sales,10,3,4,1,Sales Representative,3,Single,1200,1,0,12,1,3,0,0
302,28,0,Travel_Rarely,Research & Development,16,2,2,0,Healthcare Representative,1,Single,5661,0,0,19,3,3,8,3
303,31,0,Travel_Rarely,Sales,7,3,2,0,Sales Executive,4,Married,6929,4,0,11,2,2,8,7
304,39,0,Travel_Rarely,Research & Development,1,3,3,0,Healthcare Representative,4,Divorced,9613,0,0,17,1,2,18,10
305,36,0,Non-Travel,Research & Development,24,4,2,1,Laboratory Technician,2,Married,5674,7,0,15,3,3,9,8
306,32,0,Travel_Rarely,Sales,7,3,4,0,Sales Executive,3,Married,5484,1,0,14,3,2,13,8
307,38,0,Travel_Rarely,Research & Development,25,2,1,1,Research Director,2,Married,12061,3,0,17,3,3,10,8
308,58,0,Non-Travel,Research & Development,1,4,4,0,Healthcare Representative,3,Divorced,5660,2,1,13,4,3,5,3
309,31,0,Travel_Rarely,Research & Development,5,4,3,0,Research Scientist,4,Married,4821,0,1,12,3,3,5,2
310,31,0,Travel_Rarely,Human Resources,2,3,1,0,Human Resources,1,Married,6410,3,0,12,4,3,2,2
311,45,0,Travel_Frequently,Research & Development,7,3,1,0,Laboratory Technician,1,Divorced,5210,1,0,18,1,3,24,9
312,31,0,Travel_Rarely,Research & Development,2,4,3,0,Research Scientist,4,Divorced,2695,0,1,18,2,1,2,2
313,33,0,Travel_Frequently,Research & Development,5,4,4,1,Manager,2,Married,11878,6,0,11,2,3,10,6
314,39,0,Travel_Rarely,Research & Development,10,1,3,0,Manager,1,Married,17068,1,1,14,4,3,21,9
315,43,0,Travel_Frequently,Research & Development,10,4,3,1,Laboratory Technician,4,Single,2455,0,0,19,1,3,8,7
316,49,0,Travel_Rarely,Research & Development,1,2,3,1,Healthcare Representative,3,Single,13964,7,1,12,4,3,7,1
317,52,1,Travel_Rarely,Research & Development,8,4,3,0,Research Scientist,2,Married,4941,2,0,15,1,2,8,2
318,27,0,Travel_Rarely,Research & Development,5,3,3,1,Research Scientist,2,Single,2478,1,1,12,2,2,4,3
319,32,0,Travel_Rarely,Sales,8,2,3,1,Sales Executive,2,Married,5228,1,1,11,4,3,13,12
320,27,0,Travel_Rarely,Sales,2,3,4,0,Sales Executive,3,Single,4478,1,1,11,1,3,5,4
321,31,0,Travel_Rarely,Sales,7,3,4,0,Sales Executive,4,Divorced,7547,4,0,12,4,3,7,7
322,32,0,Travel_Rarely,Research & Development,2,4,1,1,Research Scientist,4,Single,5055,7,0,16,3,2,7,7
323,28,1,Travel_Rarely,Research & Development,2,4,1,0,Research Scientist,4,Married,3464,5,1,13,4,2,3,2
324,30,0,Travel_Rarely,Research & Development,28,2,4,1,Research Scientist,4,Married,5775,1,0,13,4,3,10,8
325,31,0,Travel_Frequently,Research & Development,7,2,3,1,Manufacturing Director,3,Married,8943,1,0,24,1,3,10,9
326,39,0,Travel_Frequently,Research & Development,7,2,3,0,Manager,4,Married,19272,1,0,15,1,3,21,9
327,39,1,Travel_Rarely,Sales,3,2,4,1,Sales Executive,3,Married,5238,4,1,18,1,2,1,0
328,33,0,Travel_Frequently,Sales,10,3,2,0,Sales Executive,4,Single,4682,3,0,14,3,2,7,7
329,47,0,Travel_Rarely,Research & Development,5,5,4,0,Research Director,3,Married,18300,4,0,11,2,3,3,2
330,43,0,Travel_Frequently,Research & Development,10,4,3,1,Laboratory Technician,3,Divorced,5257,1,0,11,2,4,9,7
331,27,0,Non-Travel,Sales,1,1,3,0,Sales Executive,2,Married,6349,0,1,13,4,3,5,4
332,54,0,Travel_Frequently,Research & Development,20,4,4,1,Research Scientist,3,Single,4869,3,0,12,4,2,4,3
333,43,0,Travel_Rarely,Research & Development,7,3,3,1,Healthcare Representative,1,Married,9985,8,0,16,1,2,1,0
334,45,0,Travel_Rarely,Research & Development,8,4,4,0,Research Scientist,4,Married,3697,9,0,14,1,3,10,9
335,40,0,Travel_Rarely,Sales,1,2,2,0,Sales Executive,4,Married,7457,2,1,22,3,2,4,3
336,29,1,Travel_Rarely,Research & Development,8,4,2,0,Laboratory Technician,1,Married,2119,1,1,11,4,2,7,7
337,29,0,Travel_Rarely,Research & Development,9,5,2,0,Laboratory Technician,4,Single,3983,0,0,17,3,3,3,2
338,30,0,Travel_Rarely,Sales,5,3,4,1,Sales Executive,3,Divorced,6118,1,0,13,3,3,10,9
339,27,0,Travel_Rarely,Sales,8,4,2,1,Sales Executive,2,Married,6214,1,0,18,1,3,8,7
340,37,0,Travel_Rarely,Research & Development,5,2,4,0,Manufacturing Director,4,Divorced,6347,7,0,16,3,2,6,2
341,38,0,Travel_Rarely,Research & Development,15,2,3,0,Research Director,4,Divorced,11510,0,1,14,2,3,11,10
342,31,0,Travel_Rarely,Research & Development,7,4,3,1,Manufacturing Director,4,Single,7143,1,1,14,3,2,11,9
343,29,0,Travel_Rarely,Sales,10,1,4,1,Sales Executive,2,Divorced,8268,1,1,14,1,3,7,7
344,35,0,Travel_Rarely,Research & Development,5,4,3,0,Manufacturing Director,2,Single,8095,0,0,13,4,3,16,6
345,23,0,Travel_Rarely,Research & Development,26,1,3,0,Research Scientist,4,Divorced,2904,1,0,12,3,2,4,2
346,41,0,Travel_Rarely,Research & Development,6,3,4,0,Manufacturing Director,2,Single,6032,6,1,15,4,3,5,4
347,47,0,Travel_Frequently,Sales,4,1,2,0,Sales Representative,3,Single,2976,3,0,19,1,3,0,0
348,42,0,Travel_Rarely,Research & Development,23,5,1,1,Research Director,4,Single,15992,2,0,14,2,3,1,0
349,29,0,Non-Travel,Sales,2,3,4,0,Sales Executive,3,Married,4649,1,0,14,1,2,4,3
350,42,0,Travel_Rarely,Human Resources,2,1,3,0,Human Resources,3,Divorced,2696,0,1,11,3,3,3,2
351,32,0,Travel_Rarely,Research & Development,2,3,3,1,Laboratory Technician,2,Married,2370,1,0,13,3,3,8,0
352,48,0,Travel_Rarely,Sales,29,1,1,1,Manager,3,Married,12504,3,0,21,2,1,0,0
353,37,0,Travel_Rarely,Research & Development,6,3,3,0,Research Scientist,1,Divorced,5974,4,1,13,1,3,7,7
354,30,0,Non-Travel,Sales,25,2,4,1,Sales Executive,3,Married,4736,7,1,12,2,4,2,2
355,26,0,Travel_Rarely,Sales,1,3,3,0,Sales Executive,3,Married,5296,1,0,17,2,3,8,7
356,42,0,Travel_Rarely,Research & Development,2,4,1,0,Healthcare Representative,4,Single,6781,3,0,23,2,3,1,0
357,21,1,Travel_Frequently,Sales,1,1,1,1,Sales Representative,2,Single,2174,1,1,11,3,3,3,2
358,36,0,Non-Travel,Sales,1,5,4,1,Sales Executive,4,Single,6653,4,0,15,2,3,1,0
359,36,0,Travel_Frequently,Sales,3,4,1,0,Sales Executive,4,Married,9699,4,0,11,1,3,13,9
360,57,0,Travel_Rarely,Research & Development,1,4,4,0,Healthcare Representative,3,Married,6755,2,0,11,3,3,3,2
361,40,0,Travel_Rarely,Research & Development,10,4,4,1,Laboratory Technician,3,Married,2213,3,1,13,3,3,7,7
362,21,0,Non-Travel,Sales,9,2,1,0,Sales Representative,4,Single,2610,1,0,24,3,2,3,2
363,33,1,Travel_Rarely,Sales,5,3,4,1,Sales Representative,3,Single,2851,1,1,13,2,3,1,0
364,37,0,Travel_Rarely,Research & Development,10,3,3,1,Laboratory Technician,1,Married,3452,6,0,20,2,3,5,4
365,46,0,Non-Travel,Research & Development,7,4,3,1,Manufacturing Director,3,Married,5258,2,0,14,3,4,1,0
366,41,1,Travel_Frequently,Sales,4,3,1,0,Sales Executive,2,Single,9355,1,0,18,3,3,8,7
367,50,0,Travel_Rarely,Research & Development,10,3,4,0,Healthcare Representative,4,Single,10496,6,0,15,4,3,4,3
368,40,1,Travel_Rarely,Sales,22,2,3,0,Sales Executive,3,Married,6380,2,1,12,1,3,6,4
369,31,0,Travel_Rarely,Research & Development,9,4,3,0,Research Scientist,2,Single,2657,0,1,16,4,3,2,2
370,21,1,Travel_Rarely,Sales,12,3,3,1,Sales Representative,2,Single,2716,1,0,15,4,3,1,0
371,29,0,Travel_Rarely,Research & Development,23,3,4,0,Research Scientist,4,Single,2201,9,0,16,4,3,3,2
372,35,0,Travel_Rarely,Research & Development,9,4,3,0,Healthcare Representative,2,Single,6540,9,0,19,3,3,1,1
373,27,0,Travel_Rarely,Research & Development,1,2,4,0,Laboratory Technician,2,Divorced,3816,1,0,11,2,3,5,2
374,28,0,Travel_Rarely,Sales,9,4,2,0,Sales Executive,4,Single,5253,1,0,16,4,3,7,5
375,49,0,Travel_Rarely,Research & Development,7,3,2,0,Healthcare Representative,3,Single,10965,8,0,24,3,3,5,2
376,51,0,Travel_Rarely,Sales,14,2,3,1,Sales Executive,4,Married,4936,4,0,11,3,2,7,7
377,36,0,Travel_Rarely,Research & Development,2,3,4,1,Research Scientist,3,Married,2543,4,0,13,2,3,2,2
378,34,1,Non-Travel,Sales,19,3,1,0,Sales Executive,4,Single,5304,8,1,13,2,2,5,2
379,55,0,Travel_Rarely,Research & Development,2,3,3,1,Manager,4,Single,16659,2,1,13,3,3,5,4
380,24,0,Travel_Rarely,Sales,10,4,4,1,Sales Executive,3,Divorced,4260,1,1,12,4,4,5,2
381,30,0,Travel_Rarely,Sales,2,1,3,0,Sales Representative,2,Married,2476,1,0,18,1,3,1,0
382,26,1,Travel_Frequently,Research & Development,3,1,3,0,Research Scientist,1,Single,3102,0,0,22,3,3,6,4
383,22,0,Travel_Rarely,Research & Development,11,3,1,1,Research Scientist,2,Married,2244,1,0,13,4,3,2,1
384,36,0,Travel_Rarely,Sales,2,2,2,0,Sales Executive,3,Married,7596,1,0,13,2,3,10,9
385,30,1,Travel_Frequently,Research & Development,4,3,3,0,Research Scientist,4,Single,2285,9,1,23,3,3,1,0
386,37,0,Travel_Rarely,Research & Development,14,3,4,1,Laboratory Technician,1,Divorced,3034,1,0,12,3,2,18,7
387,40,0,Travel_Rarely,Sales,2,2,4,1,Sales Executive,2,Divorced,5715,7,0,12,3,3,5,4
388,42,0,Travel_Rarely,Research & Development,1,4,2,1,Laboratory Technician,1,Divorced,2576,3,0,16,2,3,5,2
389,37,0,Travel_Rarely,Research & Development,10,4,3,0,Manufacturing Director,2,Single,4197,2,1,12,4,2,1,0
390,43,0,Travel_Rarely,Research & Development,12,3,1,0,Research Director,2,Divorced,14336,1,0,11,3,3,25,10
391,40,0,Travel_Rarely,Research & Development,2,3,2,1,Laboratory Technician,3,Married,3448,6,0,22,2,3,1,0
392,54,0,Travel_Rarely,Research & Development,5,2,1,0,Research Director,1,Married,19406,4,0,11,3,2,4,2
393,34,0,Non-Travel,Sales,4,4,3,1,Sales Executive,3,Married,6538,9,0,15,1,3,3,2
394,31,0,Travel_Rarely,Research & Development,7,2,2,1,Manufacturing Director,1,Married,4306,1,0,12,2,1,13,10
395,43,0,Travel_Frequently,Research & Development,21,3,4,0,Laboratory Technician,4,Married,2258,7,0,20,1,3,3,2
396,43,0,Travel_Rarely,Research & Development,8,4,3,1,Healthcare Representative,3,Divorced,4522,4,1,14,4,3,5,2
397,25,0,Travel_Rarely,Sales,4,2,2,1,Sales Executive,4,Single,4487,1,1,11,2,3,5,4
398,37,0,Non-Travel,Research & Development,25,5,2,1,Research Scientist,3,Married,4449,3,1,15,1,3,13,11
399,31,0,Travel_Rarely,Research & Development,1,2,4,0,Laboratory Technician,1,Married,2218,1,0,12,3,3,4,2
400,39,0,Travel_Frequently,Research & Development,1,1,2,0,Manager,3,Divorced,19197,1,1,14,3,3,21,8
401,56,0,Travel_Frequently,Sales,6,3,3,1,Sales Executive,1,Married,13212,9,0,11,4,2,7,7
402,30,0,Travel_Rarely,Sales,12,3,2,1,Sales Executive,3,Single,6577,0,0,11,2,3,5,4
403,41,0,Travel_Rarely,Sales,1,3,2,0,Sales Executive,1,Married,8392,1,0,16,3,3,10,7
404,28,0,Travel_Rarely,Research & Development,17,2,3,0,Laboratory Technician,1,Divorced,4558,1,0,12,4,3,10,0
405,25,1,Travel_Rarely,Research & Development,3,3,1,0,Laboratory Technician,1,Married,4031,5,0,13,3,3,2,2
406,52,0,Travel_Rarely,Research & Development,3,3,4,0,Manufacturing Director,3,Married,7969,2,1,14,3,3,5,4
407,45,0,Travel_Rarely,Research & Development,10,2,1,0,Research Scientist,4,Married,2654,3,0,21,4,2,2,2
408,52,0,Travel_Rarely,Research & Development,4,2,4,1,Manager,4,Married,16555,2,0,13,4,1,5,2
409,42,0,Travel_Frequently,Research & Development,29,2,1,1,Research Scientist,3,Divorced,4556,2,0,11,2,3,5,4
410,30,0,Travel_Rarely,Research & Development,2,3,3,1,Manufacturing Director,4,Single,6091,2,0,20,3,3,5,4
411,60,0,Travel_Rarely,Research & Development,7,3,1,1,Manager,1,Married,19566,5,0,11,4,1,29,8
412,46,0,Travel_Rarely,Research & Development,18,3,3,1,Manufacturing Director,3,Divorced,4810,2,0,14,3,2,10,7
413,42,0,Travel_Frequently,Research & Development,28,4,4,1,Healthcare Representative,4,Married,4523,0,0,11,4,4,6,5
414,24,1,Travel_Rarely,Sales,1,1,1,1,Sales Representative,2,Single,3202,1,1,16,2,3,5,3
415,34,1,Travel_Frequently,Sales,6,2,4,1,Sales Representative,3,Divorced,2351,0,0,16,4,2,2,2
416,38,0,Travel_Frequently,Research & Development,2,2,4,0,Laboratory Technician,4,Married,1702,1,1,23,3,3,1,0
417,40,0,Travel_Rarely,Sales,2,4,3,1,Manager,3,Married,18041,0,0,14,4,3,20,15
418,26,0,Travel_Rarely,Research & Development,23,3,1,1,Research Scientist,4,Divorced,2886,1,0,22,2,1,3,2
419,30,0,Non-Travel,Research & Development,3,3,3,0,Laboratory Technician,4,Married,2097,4,0,15,3,1,5,3
420,29,0,Travel_Rarely,Research & Development,3,4,2,0,Research Director,3,Married,11935,1,0,18,3,3,10,2
421,29,1,Travel_Rarely,Research & Development,25,5,3,1,Research Scientist,2,Married,2546,5,0,16,2,4,2,2
422,19,1,Travel_Rarely,Human Resources,2,2,1,0,Human Resources,4,Single,2564,1,0,12,3,4,1,0
423,30,0,Non-Travel,Sales,22,4,3,1,Sales Executive,1,Married,8412,0,0,11,3,3,9,8
424,57,0,Travel_Rarely,Sales,29,3,1,0,Manager,4,Divorced,14118,3,0,12,3,2,1,0
425,50,0,Travel_Rarely,Research & Development,29,4,2,0,Manager,3,Married,17046,0,0,15,2,3,27,10
426,30,0,Non-Travel,Research & Development,2,3,3,1,Laboratory Technician,4,Single,2564,0,0,14,3,2,11,7
427,60,0,Travel_Frequently,Sales,28,3,3,1,Sales Executive,1,Married,10266,4,0,19,4,4,18,13
428,47,0,Travel_Rarely,Research & Development,2,2,1,1,Manufacturing Director,4,Divorced,5070,5,0,13,3,3,5,0
429,46,0,Travel_Rarely,Research & Development,2,3,1,0,Research Director,3,Married,17861,6,0,13,3,1,3,2
430,35,0,Travel_Rarely,Research & Development,22,3,4,0,Laboratory Technician,3,Single,4230,0,0,15,3,3,5,4
431,54,0,Travel_Rarely,Research & Development,8,4,3,1,Laboratory Technician,3,Single,3780,7,0,11,3,3,1,0
432,34,0,Travel_Rarely,Research & Development,2,4,4,0,Research Scientist,3,Divorced,2768,3,0,12,3,3,7,3
433,46,0,Travel_Rarely,Sales,10,3,3,1,Sales Executive,4,Married,9071,2,1,19,3,3,3,2
434,31,0,Travel_Rarely,Research & Development,9,1,3,0,Manufacturing Director,2,Divorced,10648,1,0,25,4,4,13,8
435,33,1,Travel_Rarely,Research & Development,15,1,2,0,Manager,3,Married,13610,7,1,12,4,4,7,6
436,33,1,Travel_Rarely,Research & Development,10,1,1,0,Laboratory Technician,4,Divorced,3408,7,0,13,1,3,4,3
437,30,0,Travel_Rarely,Sales,7,1,4,0,Sales Representative,2,Single,2983,0,0,14,1,3,3,2
438,35,0,Travel_Rarely,Research & Development,16,3,4,0,Healthcare Representative,3,Married,7632,4,1,12,3,3,8,7
439,31,1,Travel_Frequently,Research & Development,20,3,1,0,Healthcare Representative,3,Married,9824,3,0,12,1,3,1,0
440,34,1,Travel_Frequently,Human Resources,23,3,2,1,Human Resources,1,Divorced,9950,9,1,15,3,3,3,2
441,42,0,Travel_Frequently,Research & Development,5,2,2,0,Laboratory Technician,3,Married,2093,4,0,17,4,3,2,2
442,36,0,Non-Travel,Sales,10,4,2,0,Sales Executive,4,Single,9980,1,0,14,4,2,10,3
443,22,1,Travel_Frequently,Research & Development,4,1,3,0,Laboratory Technician,3,Single,3894,5,0,16,3,3,2,2
444,48,0,Travel_Rarely,Sales,2,5,2,1,Sales Executive,4,Married,4051,2,0,14,1,3,9,7
445,55,0,Travel_Rarely,Sales,18,5,1,1,Manager,2,Single,16835,3,0,23,4,3,10,9
446,41,0,Non-Travel,Sales,10,2,4,0,Sales Executive,4,Single,6230,7,0,14,4,3,14,3
447,35,0,Travel_Rarely,Sales,1,3,2,0,Sales Executive,3,Married,4717,9,0,11,3,3,11,9
448,40,0,Travel_Rarely,Research & Development,6,3,2,1,Manufacturing Director,3,Single,13237,7,0,15,3,3,20,6
449,39,0,Travel_Frequently,Research & Development,8,1,3,1,Laboratory Technician,3,Married,3755,1,0,11,1,3,8,3
450,31,0,Travel_Rarely,Sales,2,1,2,0,Sales Executive,4,Single,6582,4,1,13,3,4,6,5
451,42,0,Travel_Rarely,Research & Development,24,3,4,0,Manufacturing Director,1,Married,7406,1,1,21,4,2,10,9
452,45,0,Travel_Rarely,Sales,2,3,4,0,Sales Executive,2,Married,4805,0,0,19,2,4,8,7
453,26,1,Travel_Frequently,Human Resources,17,4,2,1,Human Resources,3,Divorced,2741,0,1,11,2,2,7,7
454,29,0,Travel_Rarely,Research & Development,19,3,4,0,Manufacturing Director,4,Divorced,4262,4,0,12,2,4,3,2
455,33,0,Travel_Rarely,Research & Development,1,5,1,1,Research Director,3,Divorced,16184,4,0,19,3,3,6,1
456,31,0,Travel_Rarely,Sales,7,3,3,0,Manager,4,Divorced,11557,9,0,21,3,2,5,4
457,18,1,Travel_Frequently,Sales,5,3,2,0,Sales Representative,2,Single,1878,1,1,14,4,3,0,0
458,40,0,Non-Travel,Sales,28,3,3,0,Sales Executive,1,Divorced,10932,3,0,15,3,3,1,0
459,41,0,Non-Travel,Research & Development,2,4,1,1,Healthcare Representative,3,Single,6811,2,1,17,1,3,8,7
460,26,0,Travel_Rarely,Sales,29,2,1,0,Sales Executive,3,Divorced,4306,5,0,12,1,3,0,0
461,35,0,Travel_Rarely,Sales,1,3,1,1,Sales Executive,3,Single,4859,1,0,16,4,3,5,4
462,34,0,Travel_Rarely,Sales,21,4,4,0,Sales Executive,4,Single,5337,1,0,12,4,3,10,7
463,26,1,Travel_Rarely,Research & Development,24,3,3,0,Laboratory Technician,4,Single,2340,1,1,18,2,1,1,0
464,37,0,Travel_Rarely,Research & Development,1,3,2,1,Manufacturing Director,4,Single,7491,4,0,17,4,4,6,5
465,46,0,Travel_Frequently,Research & Development,18,1,1,1,Healthcare Representative,3,Married,10527,5,0,11,4,2,2,2
466,41,0,Travel_Rarely,Sales,2,5,2,1,Manager,1,Married,16595,7,0,16,2,3,18,16
467,37,0,Non-Travel,Sales,9,4,1,0,Sales Executive,2,Divorced,8834,1,0,13,4,3,9,5
468,52,0,Travel_Rarely,Research & Development,6,2,4,0,Research Scientist,1,Divorced,5577,3,1,12,2,3,10,9
469,32,1,Non-Travel,Sales,11,4,4,0,Sales Executive,3,Married,4707,8,0,12,4,3,4,2
470,24,0,Travel_Frequently,Sales,24,3,4,0,Sales Representative,4,Married,2400,0,0,13,3,3,2,2
471,38,0,Travel_Rarely,Research & Development,10,3,3,1,Healthcare Representative,3,Married,9824,3,0,19,3,3,1,0
472,37,0,Travel_Rarely,Research & Development,1,4,2,1,Manufacturing Director,2,Married,6447,6,0,12,2,2,6,5
473,49,0,Travel_Rarely,Research & Development,18,4,4,0,Research Director,3,Divorced,19502,1,1,17,3,3,31,9
